,"Sample 
Number 
 
","Elapsed 
Time 
 
"," 
Notes 
 
","Flow 
F1 
 
[l/min]","Solenoid 
Valve 
 
[I/O]","Solenoid 
Valve 
Position 
","Pump 
Speed 
 
[%]","PID A 
Proportional 
Band 
[%]","PID A 
Integral 
Time 
[s]","PID A 
Derivative 
Time 
[s]","PID A 
Set 
Point 
","PID A 
Controller 
Output 
[%]"
,34,00:09,,0.00,1,Closed,0,110,0,0,1.5,0
,35,00:09,,0.00,1,Closed,0,110,0,0,1.5,0
,36,00:09,,0.00,1,Closed,0,110,0,0,1.5,0
,37,00:10,,0.00,1,Closed,0,110,0,0,1.5,0
,38,00:10,,0.00,1,Closed,0,110,0,0,1.5,0
,39,00:10,,0.00,1,Closed,0,110,0,0,1.5,0
,40,00:10,,0.01,1,Closed,0,110,0,0,1.5,0
,41,00:11,,0.00,1,Closed,0,110,0,0,1.5,0
,42,00:11,,0.00,1,Closed,0,110,0,0,1.5,0
,43,00:11,,0.00,1,Closed,0,110,0,0,1.5,0
,44,00:11,,0.00,1,Closed,0,110,0,0,1.5,0
,45,00:12,,0.00,1,Closed,0,110,0,0,1.5,0
,46,00:12,,0.00,1,Closed,0,110,0,0,1.5,0
,47,00:12,,0.00,1,Closed,0,110,0,0,1.5,0
,48,00:12,,0.00,1,Closed,0,110,0,0,1.5,0
,49,00:13,,0.00,1,Closed,0,110,0,0,1.5,0
,50,00:13,,0.00,1,Closed,0,110,0,0,1.5,0
,51,00:13,,0.00,1,Closed,0,110,0,0,1.5,0
,52,00:14,,0.00,1,Closed,0,110,0,0,1.5,0
,53,00:14,,0.00,1,Closed,0,110,0,0,1.5,0
,54,00:14,,0.00,1,Closed,0,110,0,0,1.5,0
,55,00:14,,0.00,1,Closed,0,110,0,0,1.5,0
,56,00:15,,0.00,1,Closed,0,110,0,0,1.5,0
,57,00:15,,0.01,1,Closed,0,110,0,0,1.5,0
,58,00:15,,0.00,1,Closed,0,110,0,0,1.5,0
,59,00:15,,0.00,1,Closed,0,110,0,0,1.5,0
,60,00:16,,0.00,1,Closed,0,110,0,0,1.5,0
,61,00:16,,0.00,1,Closed,0,110,0,0,1.5,0
,62,00:16,,0.00,1,Closed,0,110,0,0,1.5,0
,63,00:16,,0.00,1,Closed,0,110,0,0,1.5,0
,64,00:17,,0.00,1,Closed,0,110,0,0,1.5,0
,65,00:17,,0.00,1,Closed,0,110,0,0,1.5,0
,66,00:17,,0.00,1,Closed,0,110,0,0,1.5,0
,67,00:17,,0.00,1,Closed,0,110,0,0,1.5,0
,68,00:18,,0.00,1,Closed,0,110,0,0,1.5,0
,69,00:18,,0.00,1,Closed,0,110,0,0,1.5,0
,70,00:18,,0.00,1,Closed,0,110,0,0,1.5,0
,71,00:18,,0.00,1,Closed,0,110,0,0,1.5,0
,72,00:19,,0.00,1,Closed,0,110,0,0,1.5,0
,73,00:19,,0.00,1,Closed,0,110,0,0,1.5,0
,74,00:19,,0.00,1,Closed,0,110,0,0,1.5,0
,75,00:20,,0.00,1,Closed,0,110,0,0,1.5,0
,76,00:20,,0.00,1,Closed,0,110,0,0,1.5,0
,77,00:20,,0.00,1,Closed,0,110,0,0,1.5,0
,78,00:20,,0.00,1,Closed,0,110,0,0,1.5,0
,79,00:21,,0.00,1,Closed,0,110,0,0,1.5,0
,80,00:21,,0.00,1,Closed,0,110,0,0,1.5,0
,81,00:21,,0.00,1,Closed,0,110,0,0,1.5,0
,82,00:21,,0.00,1,Closed,0,110,0,0,1.5,0
,83,00:22,,0.00,1,Closed,0,110,0,0,1.5,0
,84,00:22,,0.00,1,Closed,0,110,0,0,1.5,0
,85,00:22,,0.00,1,Closed,0,110,0,0,1.5,0
,86,00:22,,0.00,1,Closed,0,110,0,0,1.5,0
,87,00:23,,0.00,1,Closed,0,110,0,0,1.5,0
,88,00:23,,0.00,1,Closed,0,110,0,0,1.5,0
,89,00:23,,0.00,1,Closed,0,110,0,0,1.5,0
,90,00:23,,0.00,1,Closed,0,110,0,0,1.5,0
,91,00:24,,0.00,1,Closed,0,110,0,0,1.5,0
,92,00:24,,0.00,1,Closed,0,110,0,0,1.5,0
,93,00:24,,0.00,1,Closed,0,110,0,0,1.5,0
,94,00:24,,0.00,1,Closed,0,110,0,0,1.5,0
,95,00:25,,0.00,1,Closed,0,110,0,0,1.5,0
,96,00:25,,0.00,1,Closed,0,110,0,0,1.5,0
,97,00:25,,0.00,1,Closed,0,110,0,0,1.5,0
,98,00:26,,0.00,1,Closed,0,110,0,0,1.5,0
,99,00:26,,0.00,1,Closed,0,110,0,0,1.5,0
,100,00:26,,0.00,1,Closed,0,110,0,0,1.5,0
,101,00:26,,0.00,1,Closed,0,110,0,0,1.5,0
,102,00:27,,0.00,1,Closed,0,110,0,0,1.5,0
,103,00:27,,0.00,1,Closed,0,110,0,0,1.5,0
,104,00:27,,0.00,1,Closed,0,110,0,0,1.5,0
,105,00:27,,0.00,1,Closed,0,110,0,0,1.5,0
,106,00:28,,0.00,1,Closed,0,110,0,0,1.5,0
,107,00:28,,0.00,1,Closed,0,110,0,0,1.5,0
,108,00:28,,0.00,1,Closed,0,110,0,0,1.5,0
,109,00:28,,0.00,1,Closed,0,110,0,0,1.5,0
,110,00:29,,0.00,1,Closed,0,110,0,0,1.5,0
,111,00:29,,0.00,1,Closed,0,110,0,0,1.5,0
,112,00:29,,0.00,1,Closed,0,110,0,0,1.5,0
,113,00:29,,0.00,1,Closed,0,110,0,0,1.5,0
,114,00:30,,0.00,1,Closed,0,110,0,0,1.5,0
,115,00:30,,0.00,1,Closed,0,110,0,0,1.5,0
,116,00:30,,0.00,1,Closed,0,110,0,0,1.5,0
,117,00:30,,0.00,1,Closed,0,110,0,0,1.5,34
,118,00:31,,0.00,1,Closed,34,110,0,0,1.5,34
,119,00:31,,0.25,1,Closed,34,110,0,0,1.5,34
,120,00:31,,0.88,1,Closed,34,110,0,0,1.5,28
,121,00:32,,0.90,1,Closed,28,110,0,0,1.5,14
,122,00:32,,0.69,1,Closed,14,110,0,0,1.5,14
,123,00:32,,0.70,1,Closed,14,110,0,0,1.5,18
,124,00:32,,0.20,1,Closed,18,110,0,0,1.5,18
,125,00:33,,0.19,1,Closed,18,110,0,0,1.5,29
,126,00:33,,0.30,1,Closed,29,110,0,0,1.5,30
,127,00:33,,0.30,1,Closed,30,110,0,0,1.5,27
,128,00:33,,0.72,1,Closed,27,110,0,0,1.5,27
,129,00:34,,0.73,1,Closed,27,110,0,0,1.5,18
,130,00:34,,0.64,1,Closed,18,110,0,0,1.5,17
,131,00:34,,0.64,1,Closed,17,110,0,0,1.5,19
,132,00:34,,0.30,1,Closed,19,110,0,0,1.5,19
,133,00:35,,0.29,1,Closed,19,110,0,0,1.5,27
,134,00:35,,0.35,1,Closed,27,110,0,0,1.5,27
,135,00:35,,0.36,1,Closed,27,110,0,0,1.5,26
,136,00:35,,0.64,1,Closed,26,110,0,0,1.5,26
,137,00:36,,0.65,1,Closed,26,110,0,0,1.5,20
,138,00:36,,0.57,1,Closed,20,110,0,0,1.5,19
,139,00:36,,0.57,1,Closed,19,110,0,0,1.5,21
,140,00:36,,0.36,1,Closed,21,110,0,0,1.5,21
,141,00:37,,0.39,1,Closed,21,110,0,0,1.5,26
,142,00:37,,0.40,1,Closed,26,110,0,0,1.5,25
,143,00:37,,0.40,1,Closed,25,110,0,0,1.5,25
,144,00:38,,0.53,1,Closed,25,110,0,0,1.5,25
,145,00:38,,0.54,1,Closed,25,110,0,0,1.5,22
,146,00:38,,0.54,1,Closed,22,110,0,0,1.5,22
,147,00:38,,0.45,1,Closed,22,110,0,0,1.5,22
,148,00:39,,0.44,1,Closed,22,110,0,0,1.5,24
,149,00:39,,0.44,1,Closed,24,110,0,0,1.5,24
,150,00:39,,0.44,1,Closed,24,110,0,0,1.5,24
,151,00:39,,0.49,1,Closed,24,110,0,0,1.5,24
,152,00:40,,0.49,1,Closed,24,110,0,0,1.5,23
,153,00:40,,0.50,1,Closed,23,110,0,0,1.5,23
,154,00:40,,0.50,1,Closed,23,110,0,0,1.5,23
,155,00:40,,0.48,1,Closed,23,110,0,0,1.5,23
,156,00:41,,0.48,1,Closed,23,110,0,0,1.5,23
,157,00:41,,0.47,1,Closed,23,110,0,0,1.5,23
,158,00:41,,0.47,1,Closed,23,110,0,0,1.5,23
,159,00:41,,0.48,1,Closed,23,110,0,0,1.5,23
,160,00:42,,0.48,1,Closed,23,110,0,0,1.5,23
,161,00:42,,0.50,1,Closed,23,110,0,0,1.5,23
,162,00:42,,0.51,1,Closed,23,110,0,0,1.5,23
,163,00:43,,0.48,1,Closed,23,110,0,0,1.5,23
,164,00:43,,0.48,1,Closed,23,110,0,0,1.5,23
,165,00:43,,0.47,1,Closed,23,110,0,0,1.5,23
,166,00:43,,0.47,1,Closed,23,110,0,0,1.5,23
,167,00:44,,0.47,1,Closed,23,110,0,0,1.5,23
,168,00:44,,0.47,1,Closed,23,110,0,0,1.5,23
,169,00:44,,0.48,1,Closed,23,110,0,0,1.5,23
,170,00:44,,0.50,1,Closed,23,110,0,0,1.5,23
,171,00:45,,0.50,1,Closed,23,110,0,0,1.5,23
,172,00:45,,0.48,1,Closed,23,110,0,0,1.5,23
,173,00:45,,0.48,1,Closed,23,110,0,0,1.5,23
,174,00:45,,0.48,1,Closed,23,110,0,0,1.5,23
,175,00:46,,0.48,1,Closed,23,110,0,0,1.5,23
,176,00:46,,0.48,1,Closed,23,110,0,0,1.5,23
,177,00:46,,0.48,1,Closed,23,110,0,0,1.5,23
,178,00:46,,0.49,1,Closed,23,110,0,0,1.5,23
,179,00:47,,0.49,1,Closed,23,110,0,0,1.5,23
,180,00:47,,0.48,1,Closed,23,110,0,0,1.5,23
,181,00:47,,0.48,1,Closed,23,110,0,0,1.5,23
,182,00:48,,0.48,1,Closed,23,110,0,0,1.5,23
,183,00:48,,0.48,1,Closed,23,110,0,0,1.5,23
,184,00:48,,0.48,1,Closed,23,110,0,0,1.5,23
,185,00:48,,0.48,1,Closed,23,110,0,0,1.5,23
,186,00:49,,0.48,1,Closed,23,110,0,0,1.5,23
,187,00:49,,0.48,1,Closed,23,110,0,0,1.5,23
,188,00:49,,0.49,1,Closed,23,110,0,0,1.5,23
,189,00:49,,0.49,1,Closed,23,110,0,0,1.5,23
,190,00:50,,0.47,1,Closed,23,110,0,0,1.5,23
,191,00:50,,0.47,1,Closed,23,110,0,0,1.5,23
,192,00:50,,0.48,1,Closed,23,110,0,0,1.5,23
,193,00:50,,0.47,1,Closed,23,110,0,0,1.5,23
,194,00:51,,0.47,1,Closed,23,110,0,0,1.5,23
,195,00:51,,0.50,1,Closed,23,110,0,0,1.5,23
,196,00:51,,0.49,1,Closed,23,110,0,0,1.5,23
,197,00:51,,0.50,1,Closed,23,110,0,0,1.5,23
,198,00:52,,0.50,1,Closed,23,110,0,0,1.5,23
,199,00:52,,0.48,1,Closed,23,110,0,0,1.5,23
,200,00:52,,0.48,1,Closed,23,110,0,0,1.5,23
,201,00:53,,0.48,1,Closed,23,110,0,0,1.5,23
,202,00:53,,0.45,1,Closed,23,110,0,0,1.5,23
,203,00:53,,0.49,1,Closed,23,110,0,0,1.5,24
,204,00:53,,0.49,1,Closed,24,110,0,0,1.5,23
,205,00:54,,0.49,1,Closed,23,110,0,0,1.5,23
,206,00:54,,0.49,1,Closed,23,110,0,0,1.5,23
,207,00:54,,0.48,1,Closed,23,110,0,0,1.5,23
,208,00:54,,0.48,1,Closed,23,110,0,0,1.5,23
,209,00:55,,0.47,1,Closed,23,110,0,0,1.5,23
,210,00:55,,0.47,1,Closed,23,110,0,0,1.5,23
,211,00:55,,0.50,1,Closed,23,110,0,0,1.5,23
,212,00:55,,0.50,1,Closed,23,110,0,0,1.5,23
,213,00:56,,0.48,1,Closed,23,110,0,0,1.5,23
,214,00:56,,0.48,1,Closed,23,110,0,0,1.5,23
,215,00:56,,0.48,1,Closed,23,110,0,0,1.5,23
,216,00:56,,0.48,1,Closed,23,110,0,0,1.5,23
,217,00:57,,0.48,1,Closed,23,110,0,0,1.5,23
,218,00:57,,0.48,1,Closed,23,110,0,0,1.5,23
,219,00:57,,0.48,1,Closed,23,110,0,0,1.5,23
,220,00:58,,0.48,1,Closed,23,110,0,0,1.5,23
,221,00:58,,0.46,1,Closed,23,110,0,0,1.5,23
,222,00:58,,0.47,1,Closed,23,110,0,0,1.5,24
,223,00:58,,0.47,1,Closed,24,110,0,0,1.5,23
,224,00:59,,0.49,1,Closed,23,110,0,0,1.5,23
,225,00:59,,0.49,1,Closed,23,110,0,0,1.5,23
,226,00:59,,0.48,1,Closed,23,110,0,0,1.5,23
,227,00:59,,0.48,1,Closed,23,110,0,0,1.5,23
,228,01:00,,0.46,1,Closed,23,110,0,0,1.5,23
,229,01:00,,0.50,1,Closed,23,110,0,0,1.5,24
,230,01:00,,0.50,1,Closed,24,110,0,0,1.5,23
,231,01:00,,0.50,1,Closed,23,110,0,0,1.5,23
,232,01:01,,0.50,1,Closed,23,110,0,0,1.5,23
,233,01:01,,0.50,1,Closed,23,110,0,0,1.5,23
,234,01:01,,0.48,1,Closed,23,110,0,0,1.5,23
,235,01:01,,0.47,1,Closed,23,110,0,0,1.5,23
,236,01:02,,0.47,1,Closed,23,110,0,0,1.5,23
,237,01:02,,0.50,1,Closed,23,110,0,0,1.5,23
,238,01:02,,0.50,1,Closed,23,110,0,0,1.5,23
,239,01:03,,0.49,1,Closed,23,110,0,0,1.5,23
,240,01:03,,0.49,1,Closed,23,110,0,0,1.5,23
,241,01:03,,0.46,1,Closed,23,110,0,0,1.5,23
,242,01:03,,0.46,1,Closed,23,110,0,0,1.5,24
,243,01:04,,0.47,1,Closed,24,110,0,0,1.5,24
,244,01:04,,0.47,1,Closed,24,110,0,0,1.5,23
,245,01:04,,0.50,1,Closed,23,110,0,0,1.5,23
,246,01:04,,0.50,1,Closed,24,110,0,0,1.5,23
,247,01:05,,0.49,1,Closed,23,110,0,0,1.5,23
,248,01:05,,0.49,1,Closed,23,110,0,0,1.5,23
,249,01:05,,0.47,1,Closed,23,110,0,0,1.5,23
,250,01:05,,0.47,1,Closed,23,110,0,0,1.5,23
,251,01:06,,0.47,1,Closed,23,110,0,0,1.5,23
,252,01:06,,0.47,1,Closed,23,110,0,0,1.5,23
,253,01:06,,0.48,1,Closed,23,110,0,0,1.5,23
,254,01:06,,0.48,1,Closed,23,110,0,0,1.5,23
,255,01:07,,0.48,1,Closed,23,110,0,0,1.5,23
,256,01:07,,0.48,1,Closed,23,110,0,0,1.5,23
,257,01:07,,0.48,1,Closed,23,110,0,0,1.5,23
,258,01:08,,0.48,1,Closed,23,110,0,0,1.5,23
,259,01:08,,0.49,1,Closed,23,110,0,0,1.5,23
,260,01:08,,0.48,1,Closed,23,110,0,0,1.5,23
,261,01:08,,0.48,1,Closed,23,110,0,0,1.5,23
,262,01:09,,0.49,1,Closed,23,110,0,0,1.5,23
,263,01:09,,0.49,1,Closed,23,110,0,0,1.5,23
,264,01:09,,0.48,1,Closed,23,110,0,0,1.5,23
,265,01:09,,0.48,1,Closed,23,110,0,0,1.5,23
,266,01:10,,0.47,1,Closed,23,110,0,0,1.5,23
,267,01:10,,0.48,1,Closed,23,110,0,0,1.5,23
,268,01:10,,0.47,1,Closed,23,110,0,0,1.5,23
,269,01:10,,0.47,1,Closed,23,110,0,0,1.5,23
,270,01:11,,0.49,1,Closed,23,110,0,0,1.5,23
,271,01:11,,0.49,1,Closed,23,110,0,0,1.5,23
,272,01:11,,0.49,1,Closed,23,110,0,0,1.5,23
,273,01:11,,0.49,1,Closed,23,110,0,0,1.5,23
,274,01:12,,0.48,1,Closed,23,110,0,0,1.5,23
,275,01:12,,0.48,1,Closed,23,110,0,0,1.5,23
,276,01:12,,0.46,1,Closed,23,110,0,0,1.5,23
,277,01:13,,0.46,1,Closed,23,110,0,0,1.5,24
,278,01:13,,0.49,1,Closed,24,110,0,0,1.5,24
,279,01:13,,0.49,1,Closed,24,110,0,0,1.5,23
,280,01:13,,0.48,1,Closed,23,110,0,0,1.5,23
,281,01:14,,0.46,1,Closed,23,110,0,0,1.5,23
,282,01:14,,0.47,1,Closed,23,110,0,0,1.5,24
,283,01:14,,0.49,1,Closed,24,110,0,0,1.5,23
,284,01:14,,0.49,1,Closed,23,110,0,0,1.5,23
,285,01:15,,0.47,1,Closed,23,110,0,0,1.5,23
,286,01:15,,0.47,1,Closed,23,110,0,0,1.5,23
,287,01:15,,0.48,1,Closed,23,110,0,0,1.5,23
,288,01:15,,0.48,1,Closed,23,110,0,0,1.5,23
,289,01:16,,0.49,1,Closed,23,110,0,0,1.5,23
,290,01:16,,0.49,1,Closed,23,110,0,0,1.5,23
,291,01:16,,0.48,1,Closed,23,110,0,0,1.5,23
,292,01:16,,0.48,1,Closed,23,110,0,0,1.5,23
,293,01:17,,0.47,1,Closed,23,110,0,0,1.5,23
,294,01:17,,0.47,1,Closed,23,110,0,0,1.5,23
,295,01:17,,0.49,1,Closed,23,110,0,0,1.5,23
,296,01:18,,0.49,1,Closed,23,110,0,0,1.5,23
,297,01:18,,0.48,1,Closed,23,110,0,0,1.5,23
,298,01:18,,0.48,1,Closed,23,110,0,0,1.5,23
,299,01:18,,0.50,1,Closed,23,110,0,0,1.5,23
,300,01:19,,0.48,1,Closed,23,110,0,0,1.5,23
,301,01:19,,0.47,1,Closed,23,110,0,0,1.5,23
,302,01:19,,0.47,1,Closed,23,110,0,0,1.5,23
,303,01:19,,0.47,1,Closed,23,110,0,0,1.5,23
,304,01:20,,0.47,1,Closed,23,110,0,0,1.5,23
,305,01:20,,0.50,1,Closed,23,110,0,0,1.5,23
,306,01:20,,0.50,1,Closed,23,110,0,0,1.5,23
,307,01:20,,0.50,1,Closed,23,110,0,0,1.5,23
,308,01:21,,0.48,1,Closed,23,110,0,0,1.5,23
,309,01:21,,0.48,1,Closed,23,110,0,0,1.5,23
,310,01:21,,0.46,1,Closed,23,110,0,0,1.5,23
,311,01:21,,0.46,1,Closed,23,110,0,0,1.5,24
,312,01:22,,0.48,1,Closed,24,110,0,0,1.5,24
,313,01:22,,0.48,1,Closed,24,110,0,0,1.5,23
,314,01:22,,0.50,1,Closed,23,110,0,0,1.5,23
,315,01:23,,0.51,1,Closed,23,110,0,0,1.5,23
,316,01:23,,0.47,1,Closed,23,110,0,0,1.5,23
,317,01:23,,0.47,1,Closed,23,110,0,0,1.5,23
,318,01:23,,0.47,1,Closed,23,110,0,0,1.5,23
,319,01:24,,0.47,1,Closed,23,110,0,0,1.5,23
,320,01:24,,0.48,1,Closed,23,110,0,0,1.5,23
,321,01:24,,0.48,1,Closed,23,110,0,0,1.5,23
,322,01:24,,0.51,1,Closed,23,110,0,0,1.5,23
,323,01:25,,0.51,1,Closed,23,110,0,0,1.5,23
,324,01:25,,0.49,1,Closed,23,110,0,0,1.5,23
,325,01:25,,0.48,1,Closed,23,110,0,0,1.5,23
,326,01:25,,0.48,1,Closed,23,110,0,0,1.5,23
,327,01:26,,0.48,1,Closed,23,110,0,0,1.5,23
,328,01:26,,0.48,1,Closed,23,110,0,0,1.5,23
,329,01:26,,0.49,1,Closed,23,110,0,0,1.5,23
,330,01:26,,0.49,1,Closed,23,110,0,0,1.5,23
,331,01:27,,0.49,1,Closed,23,110,0,0,1.5,23
,332,01:27,,0.49,1,Closed,23,110,0,0,1.5,23
,333,01:27,,0.48,1,Closed,23,110,0,0,1.5,23
,334,01:28,,0.48,1,Closed,23,110,0,0,1.5,23
,335,01:28,,0.47,1,Closed,23,110,0,0,1.5,23
,336,01:28,,0.47,1,Closed,23,110,0,0,1.5,23
,337,01:28,,0.49,1,Closed,23,110,0,0,1.5,23
,338,01:29,,0.49,1,Closed,23,110,0,0,1.5,23
,339,01:29,,0.50,1,Closed,23,110,0,0,1.5,23
,340,01:29,,0.50,1,Closed,23,110,0,0,1.5,23
,341,01:29,,0.48,1,Closed,23,110,0,0,1.5,23
,342,01:30,,0.48,1,Closed,23,110,0,0,1.5,23
,343,01:30,,0.46,1,Closed,23,110,0,0,1.5,23
,344,01:30,,0.46,1,Closed,23,110,0,0,1.5,24
,345,01:30,,0.48,1,Closed,24,110,0,0,1.5,24
,346,01:31,,0.48,1,Closed,24,110,0,0,1.5,23
,347,01:31,,0.49,1,Closed,23,110,0,0,1.5,23
,348,01:31,,0.48,1,Closed,23,110,0,0,1.5,23
,349,01:31,,0.47,1,Closed,23,110,0,0,1.5,23
,350,01:32,,0.47,1,Closed,23,110,0,0,1.5,23
,351,01:32,,0.47,1,Closed,23,110,0,0,1.5,23
,352,01:32,,0.49,1,Closed,23,110,0,0,1.5,23
,353,01:33,,0.49,1,Closed,23,110,0,0,1.5,23
,354,01:33,,0.50,1,Closed,23,110,0,0,1.5,23
,355,01:33,,0.50,1,Closed,23,110,0,0,1.5,23
,356,01:33,,0.48,1,Closed,23,110,0,0,1.5,23
,357,01:34,,0.48,1,Closed,23,110,0,0,1.5,23
,358,01:34,,0.48,1,Closed,23,110,0,0,1.5,23
,359,01:34,,0.48,1,Closed,23,110,0,0,1.5,23
,360,01:34,,0.48,1,Closed,23,110,0,0,1.5,23
,361,01:35,,0.48,1,Closed,23,110,0,0,1.5,23
,362,01:35,,0.50,1,Closed,23,110,0,0,1.5,23
,363,01:35,,0.49,1,Closed,23,110,0,0,1.5,23
,364,01:35,,0.47,1,Closed,23,110,0,0,1.5,23
,365,01:36,,0.47,1,Closed,23,110,0,0,1.5,23
,366,01:36,,0.49,1,Closed,23,110,0,0,1.5,23
,367,01:36,,0.49,1,Closed,23,110,0,0,1.5,23
,368,01:37,,0.48,1,Closed,23,110,0,0,1.5,23
,369,01:37,,0.47,1,Closed,23,110,0,0,1.5,23
,370,01:37,,0.47,1,Closed,23,110,0,0,1.5,23
,371,01:37,,0.48,1,Closed,23,110,0,0,1.5,23
,372,01:38,,0.48,1,Closed,23,110,0,0,1.5,23
,373,01:38,,0.49,1,Closed,23,110,0,0,1.5,23
,374,01:38,,0.50,1,Closed,23,110,0,0,1.5,23
,375,01:38,,0.47,1,Closed,23,110,0,0,1.5,23
,376,01:39,,0.47,1,Closed,23,110,0,0,1.5,23
,377,01:39,,0.47,1,Closed,24,110,0,0,1.5,23
,378,01:39,,0.46,1,Closed,23,110,0,0,1.5,23
,379,01:39,,0.48,1,Closed,23,110,0,0,1.5,24
,380,01:40,,0.48,1,Closed,24,110,0,0,1.5,23
,381,01:40,,0.50,1,Closed,23,110,0,0,1.5,23
,382,01:40,,0.51,1,Closed,23,110,0,0,1.5,23
,383,01:40,,0.49,1,Closed,23,110,0,0,1.5,23
,384,01:41,,0.49,1,Closed,23,110,0,0,1.5,23
,385,01:41,,0.46,1,Closed,23,110,0,0,1.5,23
,386,01:41,,0.46,1,Closed,23,110,0,0,1.5,24
,387,01:42,,0.47,1,Closed,24,110,0,0,1.5,24
,388,01:42,,0.47,1,Closed,24,110,0,0,1.5,23
,389,01:42,,0.49,1,Closed,23,110,0,0,1.5,23
,390,01:42,,0.49,1,Closed,23,110,0,0,1.5,23
,391,01:43,,0.48,1,Closed,23,110,0,0,1.5,23
,392,01:43,,0.48,1,Closed,23,110,0,0,1.5,23
,393,01:43,,0.48,1,Closed,23,110,0,0,1.5,23
,394,01:43,,0.48,1,Closed,23,110,0,0,1.5,23
,395,01:44,,0.48,1,Closed,23,110,0,0,1.5,23
,396,01:44,,0.49,1,Closed,23,110,0,0,1.5,23
,397,01:44,,0.49,1,Closed,23,110,0,0,1.5,23
,398,01:44,,0.49,1,Closed,23,110,0,0,1.5,23
,399,01:45,,0.49,1,Closed,23,110,0,0,1.5,23
,400,01:45,,0.48,1,Closed,23,110,0,0,1.5,23
,401,01:45,,0.48,1,Closed,23,110,0,0,1.5,23
,402,01:45,,0.48,1,Closed,23,110,0,0,1.5,23
,403,01:46,,0.47,1,Closed,23,110,0,0,1.5,23
,404,01:46,,0.48,1,Closed,23,110,0,0,1.5,23
,405,01:46,,0.48,1,Closed,23,110,0,0,1.5,23
,406,01:47,,0.50,1,Closed,23,110,0,0,1.5,23
,407,01:47,,0.50,1,Closed,23,110,0,0,1.5,23
,408,01:47,,0.48,1,Closed,23,110,0,0,1.5,23
,409,01:47,,0.48,1,Closed,23,110,0,0,1.5,23
,410,01:48,,0.50,1,Closed,23,110,0,0,1.5,23
,411,01:48,,0.49,1,Closed,23,110,0,0,1.5,23
,412,01:48,,0.47,1,Closed,23,110,0,0,1.5,23
,413,01:48,,0.46,1,Closed,23,110,0,0,1.5,23
,414,01:49,,0.46,1,Closed,24,110,0,0,1.5,24
,415,01:49,,0.49,1,Closed,24,110,0,0,1.5,24
,416,01:49,,0.49,1,Closed,23,110,0,0,1.5,23
,417,01:49,,0.50,1,Closed,23,110,0,0,1.5,23
,418,01:50,,0.51,1,Closed,23,110,0,0,1.5,23
,419,01:50,,0.47,1,Closed,23,110,0,0,1.5,23
,420,01:50,,0.47,1,Closed,23,110,0,0,1.5,23
,421,01:50,,0.46,1,Closed,23,110,0,0,1.5,23
,422,01:51,,0.46,1,Closed,23,110,0,0,1.5,24
,423,01:51,,0.50,1,Closed,24,110,0,0,1.5,24
,424,01:51,,0.50,1,Closed,24,110,0,0,1.5,23
,425,01:52,,0.50,1,Closed,23,110,0,0,1.5,23
