,"Sample 
Number 
 
","Elapsed 
Time 
 
"," 
Notes 
 
","Flow 
F1 
 
[l/min]","Solenoid 
Valve 
 
[I/O]","Solenoid 
Valve 
Position 
","Pump 
Speed 
 
[%]","PID A 
Proportional 
Band 
[%]","PID A 
Integral 
Time 
[s]","PID A 
Derivative 
Time 
[s]","PID A 
Set 
Point 
","PID A 
Controller 
Output 
[%]"
,221,00:58,,1.33,0,Open,50,100,30,0,1.5,0
,222,00:58,,1.33,0,Open,50,100,30,0,1.5,0
,223,00:58,,1.33,0,Open,50,100,30,0,1.5,0
,224,00:58,,1.33,0,Open,50,100,30,0,1.5,0
,225,00:59,,1.33,0,Open,50,100,30,0,1.5,0
,226,00:59,,1.35,0,Open,50,100,30,0,1.5,0
,227,00:59,,1.35,0,Open,50,100,30,0,1.5,0
,228,00:59,,1.34,0,Open,50,100,30,0,1.5,0
,229,01:00,,1.34,0,Open,50,100,30,0,1.5,0
,230,01:00,,1.32,0,Open,50,100,30,0,1.5,0
,231,01:00,,1.32,0,Open,50,100,30,0,1.5,0
,232,01:01,,1.34,0,Open,50,100,30,0,1.5,0
,233,01:01,,1.34,0,Open,50,100,30,0,1.5,0
,234,01:01,,1.32,0,Open,50,100,30,0,1.5,0
,235,01:01,,1.32,0,Open,50,100,30,0,1.5,0
,236,01:02,,1.32,0,Open,50,100,30,0,1.5,0
,237,01:02,,1.32,0,Open,50,100,30,0,1.5,0
,238,01:02,,1.34,0,Open,51,100,30,0,1.5,0
,239,01:02,,1.34,0,Open,51,100,30,0,1.5,0
,240,01:03,,1.37,0,Open,51,100,30,0,1.5,0
,241,01:03,,1.37,0,Open,52,100,30,0,1.5,0
,242,01:03,,1.40,0,Open,53,100,30,0,1.5,0
,243,01:03,,1.41,0,Open,54,100,30,0,1.5,0
,244,01:04,,1.44,0,Open,54,100,30,0,1.5,0
,245,01:04,,1.44,0,Open,55,100,30,0,1.5,0
,246,01:04,,1.49,0,Open,55,100,30,0,1.5,0
,247,01:04,,1.49,0,Open,55,100,30,0,1.5,0
,248,01:05,,1.50,0,Open,55,100,30,0,1.5,0
,249,01:05,,1.48,0,Open,55,100,30,0,1.5,0
,250,01:05,,1.48,0,Open,55,100,30,0,1.5,0
,251,01:06,,1.48,0,Open,55,100,30,0,1.5,0
,252,01:06,,1.48,0,Open,55,100,30,0,1.5,0
,253,01:06,,1.50,0,Open,55,100,30,0,1.5,0
,254,01:06,,1.50,0,Open,55,100,30,0,1.5,0
,255,01:07,,1.51,0,Open,55,100,30,0,1.5,0
,256,01:07,,1.51,0,Open,55,100,30,0,1.5,0
,257,01:07,,1.50,0,Open,55,100,30,0,1.5,0
,258,01:07,,1.51,0,Open,55,100,30,0,1.5,0
,259,01:08,,1.51,0,Open,55,100,30,0,1.5,0
,260,01:08,,1.51,0,Open,55,100,30,0,1.5,0
,261,01:08,,1.50,0,Open,55,100,30,0,1.5,0
,262,01:08,,1.51,0,Open,55,100,30,0,1.5,0
,263,01:09,,1.48,0,Open,55,100,30,0,1.5,0
,264,01:09,,1.48,0,Open,55,100,30,0,1.5,0
,265,01:09,,1.52,0,Open,55,100,30,0,1.5,0
,266,01:09,,1.52,0,Open,55,100,30,0,1.5,0
,267,01:10,,1.50,0,Open,55,100,30,0,1.5,0
,268,01:10,,1.50,0,Open,55,100,30,0,1.5,0
,269,01:10,,1.50,0,Open,55,100,30,0,1.5,0
,270,01:10,,1.50,0,Open,55,100,30,0,1.5,0
,271,01:11,,1.49,0,Open,55,100,30,0,1.5,0
,272,01:11,,1.51,0,Open,55,100,30,0,1.5,0
,273,01:11,,1.50,0,Open,55,100,30,0,1.5,0
,274,01:12,,1.48,0,Open,55,100,30,0,1.5,0
,275,01:12,,1.47,0,Open,55,100,30,0,1.5,0
,276,01:12,,1.49,0,Open,55,100,30,0,1.5,0
,277,01:12,,1.49,0,Open,55,100,30,0,1.5,0
,278,01:13,,1.50,0,Open,55,100,30,0,1.5,0
,279,01:13,,1.50,0,Open,55,100,30,0,1.5,0
,280,01:13,,1.49,0,Open,55,100,30,0,1.5,0
,281,01:13,,1.50,0,Open,55,100,30,0,1.5,0
,282,01:14,,1.49,0,Open,55,100,30,0,1.5,0
,283,01:14,,1.49,0,Open,55,100,30,0,1.5,0
,284,01:14,,1.51,0,Open,55,100,30,0,1.5,0
,285,01:14,,1.51,0,Open,55,100,30,0,1.5,0
,286,01:15,,1.50,0,Open,55,100,30,0,1.5,0
,287,01:15,,1.50,0,Open,55,100,30,0,1.5,0
,288,01:15,,1.53,0,Open,55,100,30,0,1.5,0
,289,01:15,,1.53,0,Open,55,100,30,0,1.5,0
,290,01:16,,1.48,0,Open,55,100,30,0,1.5,0
,291,01:16,,1.48,0,Open,55,100,30,0,1.5,0
,292,01:16,,1.49,0,Open,55,100,30,0,1.5,0
,293,01:17,,1.49,0,Open,55,100,30,0,1.5,0
,294,01:17,,1.52,0,Open,55,100,30,0,1.5,0
,295,01:17,,1.52,0,Open,55,100,30,0,1.5,0
,296,01:17,,1.52,0,Open,55,100,30,0,1.5,0
,297,01:18,,1.52,0,Open,55,100,30,0,1.5,0
,298,01:18,,1.51,0,Open,55,100,30,0,1.5,0
,299,01:18,,1.51,0,Open,55,100,30,0,1.5,0
,300,01:18,,1.51,0,Open,55,100,30,0,1.5,0
,301,01:19,,1.52,0,Open,55,100,30,0,1.5,0
,302,01:19,,1.52,0,Open,55,100,30,0,1.5,0
,303,01:19,,1.52,0,Open,55,100,30,0,1.5,0
,304,01:19,,1.53,0,Open,55,100,30,0,1.5,0
,305,01:20,,1.50,0,Open,55,100,30,0,1.5,0
,306,01:20,,1.50,0,Open,55,100,30,0,1.5,0
,307,01:20,,1.52,0,Open,55,100,30,0,1.5,0
,308,01:20,,1.52,0,Open,55,100,30,0,1.5,0
,309,01:21,,1.51,0,Open,55,100,30,0,1.5,0
,310,01:21,,1.51,0,Open,55,100,30,0,1.5,0
,311,01:21,,1.52,0,Open,55,100,30,0,1.5,0
,312,01:21,,1.52,0,Open,55,100,30,0,1.5,0
,313,01:22,,1.51,0,Open,55,100,30,0,1.5,0
,314,01:22,,1.51,0,Open,55,100,30,0,1.5,0
,315,01:22,,1.52,0,Open,55,100,30,0,1.5,0
,316,01:23,,1.52,0,Open,55,100,30,0,1.5,0
,317,01:23,,1.52,0,Open,55,100,30,0,1.5,0
,318,01:23,,1.52,0,Open,55,100,30,0,1.5,0
,319,01:23,,1.49,0,Open,55,100,30,0,1.5,0
,320,01:24,,1.49,0,Open,55,100,30,0,1.5,0
,321,01:24,,1.52,0,Open,55,100,30,0,1.5,0
,322,01:24,,1.53,0,Open,55,100,30,0,1.5,0
,323,01:24,,1.48,0,Open,55,100,30,0,1.5,0
,324,01:25,,1.51,0,Open,55,100,30,0,1.5,0
,325,01:25,,1.51,0,Open,55,100,30,0,1.5,0
,326,01:25,,1.49,0,Open,55,100,30,0,1.5,0
,327,01:25,,1.49,0,Open,55,100,30,0,1.5,0
,328,01:26,,1.47,0,Open,55,100,30,0,1.5,0
,329,01:26,,1.47,0,Open,55,100,30,0,1.5,0
,330,01:26,,1.49,0,Open,55,100,30,0,1.5,0
,331,01:26,,1.49,0,Open,55,100,30,0,1.5,0
,332,01:27,,1.49,0,Open,55,100,30,0,1.5,0
,333,01:27,,1.49,0,Open,55,100,30,0,1.5,0
,334,01:27,,1.53,0,Open,55,100,30,0,1.5,0
,335,01:28,,1.53,0,Open,55,100,30,0,1.5,0
,336,01:28,,1.49,0,Open,55,100,30,0,1.5,0
,337,01:28,,1.49,0,Open,55,100,30,0,1.5,0
,338,01:28,,1.50,0,Open,55,100,30,0,1.5,0
,339,01:29,,1.50,0,Open,55,100,30,0,1.5,0
,340,01:29,,1.49,0,Open,55,100,30,0,1.5,0
,341,01:29,,1.49,0,Open,55,100,30,0,1.5,0
,342,01:29,,1.49,0,Open,55,100,30,0,1.5,0
,343,01:30,,1.49,0,Open,55,100,30,0,1.5,0
,344,01:30,,1.48,0,Open,55,100,30,0,1.5,0
,345,01:30,,1.48,0,Open,55,100,30,0,1.5,0
,346,01:30,,1.51,0,Open,55,100,30,0,1.5,0
,347,01:31,,1.48,0,Open,55,100,30,0,1.5,0
,348,01:31,,1.48,0,Open,55,100,30,0,1.5,0
,349,01:31,,1.51,0,Open,55,100,30,0,1.5,0
,350,01:31,,1.52,0,Open,55,100,30,0,1.5,0
,351,01:32,,1.50,0,Open,55,100,30,0,1.5,0
,352,01:32,,1.50,0,Open,55,100,30,0,1.5,0
,353,01:32,,1.49,0,Open,55,100,30,0,1.5,0
,354,01:33,,1.49,0,Open,55,100,30,0,1.5,0
,355,01:33,,1.50,0,Open,55,100,30,0,1.5,0
,356,01:33,,1.50,0,Open,55,100,30,0,1.5,0
,357,01:33,,1.51,0,Open,55,100,30,0,1.5,0
,358,01:34,,1.52,0,Open,55,100,30,0,1.5,0
,359,01:34,,1.49,0,Open,55,100,30,0,1.5,0
,360,01:34,,1.49,0,Open,55,100,30,0,1.5,0
,361,01:34,,1.51,0,Open,55,100,30,0,1.5,0
,362,01:35,,1.52,0,Open,55,100,30,0,1.5,0
,363,01:35,,1.46,0,Open,55,100,30,0,1.5,0
,364,01:35,,1.46,0,Open,55,100,30,0,1.5,0
,365,01:35,,1.49,0,Open,0,100,30,0,1.5,0
,366,01:36,,1.49,0,Open,0,100,30,0,1.5,0
,367,01:36,,0.46,0,Open,0,100,30,0,1.5,0
,368,01:36,,0.44,0,Open,0,100,30,0,1.5,0
,369,01:36,,0.35,0,Open,0,100,30,0,1.5,0
,370,01:37,,0.04,0,Open,0,100,30,0,1.5,0
,371,01:37,,0.03,0,Open,0,100,30,0,1.5,0
,372,01:37,,0.02,0,Open,0,100,30,0,1.5,0
,373,01:37,,0.01,0,Open,0,100,30,0,1.5,0
,374,01:38,,0.01,0,Open,0,100,30,0,1.5,0
,375,01:38,,0.00,0,Open,0,100,30,0,1.5,0
,376,01:38,,0.00,0,Open,0,100,30,0,1.5,0
,377,01:39,,0.00,0,Open,0,100,30,0,1.5,0
,378,01:39,,0.00,0,Open,0,100,30,0,1.5,0
,379,01:39,,0.00,0,Open,0,100,30,0,1.5,0
,380,01:39,,0.00,0,Open,0,100,30,0,1.5,0
,381,01:40,,0.00,0,Open,0,100,30,0,1.5,0
,382,01:40,,0.00,0,Open,0,100,30,0,1.5,0
,383,01:40,,0.00,0,Open,0,100,30,0,1.5,0
,384,01:40,,0.00,0,Open,0,100,30,0,1.5,0
,385,01:41,,0.00,0,Open,0,100,30,0,1.5,0
,386,01:41,,0.00,0,Open,0,100,30,0,1.5,0
,387,01:41,,0.00,0,Open,0,100,30,0,1.5,0
,388,01:41,,0.00,0,Open,0,100,30,0,1.5,0
,389,01:42,,0.00,0,Open,0,100,30,0,1.5,0
,390,01:42,,0.00,0,Open,0,100,30,0,1.5,0
,391,01:42,,0.00,0,Open,0,100,30,0,1.5,0
,392,01:42,,0.00,0,Open,0,100,30,0,1.5,0
,393,01:43,,0.00,0,Open,0,100,30,0,1.5,0
,394,01:43,,0.00,0,Open,0,100,30,0,1.5,0
,395,01:43,,0.00,0,Open,0,100,30,0,1.5,0
,396,01:44,,0.01,0,Open,0,100,30,0,1.5,0
,397,01:44,,0.00,0,Open,0,100,30,0,1.5,0
,398,01:44,,0.00,0,Open,0,100,30,0,1.5,0
,399,01:44,,0.00,0,Open,0,100,30,0,1.5,0
,400,01:45,,0.00,0,Open,0,100,30,0,1.5,0
,401,01:45,,0.00,0,Open,0,100,30,0,1.5,0
,402,01:45,,0.00,0,Open,0,100,30,0,1.5,0
,403,01:45,,0.00,0,Open,0,100,30,0,1.5,0
,404,01:46,,0.00,0,Open,0,100,30,0,1.5,0
,405,01:46,,0.00,0,Open,0,100,30,0,1.5,0
,406,01:46,,0.00,0,Open,0,100,30,0,1.5,0
,407,01:46,,0.00,0,Open,0,100,30,0,1.5,0
,408,01:47,,0.00,0,Open,0,100,30,0,1.5,0
,409,01:47,,0.00,0,Open,0,100,30,0,1.5,0
,410,01:47,,0.00,0,Open,0,100,30,0,1.5,0
,411,01:47,,0.00,0,Open,0,100,30,0,1.5,0
,412,01:48,,0.00,0,Open,0,100,30,0,1.5,0
,413,01:48,,0.00,0,Open,0,100,30,0,1.5,0
,414,01:48,,0.00,0,Open,0,100,30,0,1.5,0
,415,01:49,,0.00,0,Open,0,100,30,0,1.5,0
,416,01:49,,0.00,0,Open,0,100,30,0,1.5,0
,417,01:49,,0.00,0,Open,0,100,30,0,1.5,0
,418,01:49,,0.00,0,Open,0,100,30,0,1.5,0
,419,01:50,,0.00,0,Open,0,100,30,0,1.5,0
,420,01:50,,0.00,0,Open,0,100,30,0,1.5,0
,421,01:50,,0.00,0,Open,0,100,30,0,1.5,0
,422,01:50,,0.00,0,Open,0,100,30,0,1.5,0
,423,01:51,,0.00,0,Open,0,100,30,0,1.5,0
,424,01:51,,0.00,0,Open,0,100,30,0,1.5,0
,425,01:51,,0.00,0,Open,0,100,30,0,1.5,0
,426,01:51,,0.00,0,Open,0,100,30,0,1.5,0
,427,01:52,,0.01,0,Open,0,100,30,0,1.5,0
,428,01:52,,0.00,0,Open,0,100,30,0,1.5,0
,429,01:52,,0.00,0,Open,0,100,30,0,1.5,0
,430,01:52,,0.00,0,Open,0,100,30,0,1.5,0
,431,01:53,,0.00,0,Open,0,100,30,0,1.5,0
,432,01:53,,0.00,0,Open,0,100,30,0,1.5,0
,433,01:53,,0.00,0,Open,0,100,30,0,1.5,0
,434,01:54,,0.00,0,Open,0,100,30,0,1.5,0
,435,01:54,,0.00,0,Open,0,100,30,0,1.5,0
